district,year,week_of_outbreak,dengue_cases,malaria_cases,deaths,temp_c,rainfall,humidity,lai,population,pop_density,urban_percent,Latitude,Longitude,mon,season_code,dengue_lag_1,malaria_lag_1,temp_lag_1,rainfall_lag_1,humidity_lag_1,dengue_lag_2,malaria_lag_2,temp_lag_2,rainfall_lag_2,humidity_lag_2,dengue_lag_3,malaria_lag_3,temp_lag_3,rainfall_lag_3,humidity_lag_3,risk_index,malaria_trend,malaria_risk_binary
Ahmednagar,2014,20th week,36,0,0.0,0.898866808501158,0.0047184383608827,0.0768854312545385,0.1129032258064516,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,5,1,15.0,0.0,0.6344716409709388,1.098266696435152e-05,0.2567024671775503,79.0,0.0,0.6575113596035633,0.0109590239426897,0.2567551407155858,22.0,0.0,0.5873369494171724,0.0444423280568581,0.3376753338613688,0.1589231709555178,0.0,0
Ahmednagar,2014,23rd week,20,0,0.0,0.8638537381928348,0.0086841262267754,0.105686363815832,0.1290322580645161,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,4,1,36.0,0.0,0.8870364947780098,0.0047184383608827,0.0768854312545385,15.0,0.0,0.6344716409709388,1.098266696435152e-05,0.2635101541645083,79.0,0.0,0.6575113596035633,0.0109590239426897,0.2567551407155858,0.1603022359652791,0.0,0
Ahmednagar,2014,31st week,10,0,0.0,0.8113527000534662,0.0909732530917405,0.2184463544564694,0.1290322580645161,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,7,2,20.0,0.0,0.8524842442510389,0.0086841262267754,0.105686363815832,36.0,0.0,0.8870364947780098,0.0047184383608827,0.0853400201097674,15.0,0.0,0.6344716409709388,1.098266696435152e-05,0.2635101541645083,0.1704555062697361,0.0,0
Ahmednagar,2014,35th week,0,14,0.0,0.6061753698093035,0.0517938575969244,0.3303362695319978,0.1935483870967742,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,8,2,10.0,0.0,0.8006741914123905,0.0909732530917405,0.2184463544564694,20.0,0.0,0.8524842442510389,0.0086841262267754,0.1138771717150482,36.0,0.0,0.8870364947780098,0.0047184383608827,0.0853400201097674,0.1719261642374193,14.0,1
Ahmednagar,2014,42nd week,11,0,0.0,0.7714311174478694,0.0029360069136065,0.1669326492468798,0.1935483870967742,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,10,3,0.0,14.0,0.5981972748031621,0.0517938575969244,0.3303362695319978,10.0,0.0,0.8006741914123905,0.0909732530917405,0.2256044201669433,20.0,0.0,0.8524842442510389,0.0086841262267754,0.1138771717150482,0.1622250537289394,-14.0,0
Ahmednagar,2014,47th week,55,0,0.0,0.6948850472286576,0.0064323112246164,0.2251828228316175,0.1935483870967742,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,11,3,11.0,0.0,0.7612780313077494,0.0029360069136065,0.1669326492468798,0.0,14.0,0.5981972748031621,0.0517938575969244,0.3364695618708461,10.0,0.0,0.8006741914123905,0.0909732530917405,0.2256044201669433,0.1646920591646433,0.0,0
Ahmednagar,2015,19th week,11,0,1.0,0.9269738014614148,0.003849262687575,0.0558743896418425,0.0967741935483871,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,4,1,55.0,0.0,0.685739411821397,0.0064323112246164,0.2251828228316175,11.0,0.0,0.7612780313077494,0.0029360069136065,0.1745625168470676,0.0,14.0,0.5981972748031621,0.0517938575969244,0.3364695618708461,0.1580612235249213,0.0,0
Ahmednagar,2016,33rd week,19,0,1.0,0.516396364284441,0.3744400113620736,0.6889584459108298,0.1935483870967742,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,8,2,11.0,0.0,0.9147735613583076,0.003849262687575,0.0558743896418425,55.0,0.0,0.685739411821397,0.0064323112246164,0.2322791908153124,11.0,0.0,0.7612780313077494,0.0029360069136065,0.1745625168470676,0.208556587204711,0.0,0
Ahmednagar,2017,46th week,10,0,1.0,0.6165716137943329,1.7337511702063426e-05,0.2756718530020162,0.1935483870967742,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,11,3,19.0,0.0,0.5095998834964087,0.3744400113620736,0.6889584459108298,11.0,0.0,0.9147735613583076,0.003849262687575,0.0645214136771345,55.0,0.0,0.685739411821397,0.0064323112246164,0.2322791908153124,0.1661577785594125,0.0,0
Ahmednagar,2018,18th week,16,0,0.0,0.8587298743539479,0.0054379307138849,0.1064138698370017,0.1290322580645161,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,4,1,10.0,0.0,0.6084566900314479,1.7337511702063426e-05,0.2756718530020162,19.0,0.0,0.5095998834964087,0.3744400113620736,0.6918072022253241,11.0,0.0,0.9147735613583076,0.003849262687575,0.0645214136771345,0.1600987840529162,0.0,0
Ahmednagar,2019,35th week,72,0,0.0,0.7139250289609698,0.0349192099330358,0.2374474424274875,0.2258064516129032,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,8,2,16.0,0.0,0.847427817451895,0.0054379307138849,0.1064138698370017,10.0,0.0,0.6084566900314479,1.7337511702063426e-05,0.2823058038532743,19.0,0.0,0.5095998834964087,0.3744400113620736,0.6918072022253241,0.1671875532768334,0.0,0
Ahmednagar,2019,39th week,20,0,0.0,0.5538228479771876,0.2207405371149013,0.5219635893970255,0.4516129032258065,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,9,2,72.0,0.0,0.7045288014136434,0.0349192099330358,0.2374474424274875,16.0,0.0,0.847427817451895,0.0054379307138849,0.1145980146799658,10.0,0.0,0.6084566900314479,1.7337511702063426e-05,0.2823058038532743,0.1912532099092956,0.0,0
Ahmednagar,2019,42nd week,27,0,1.0,0.601794096417751,0.1280782557830434,0.4030086983209325,0.4838709677419355,4543159,0.175,0.1416234887737479,19.1627725,74.8580243,10,3,20.0,0.0,0.5465337835945093,0.2207405371149013,0.5219635893970255,72.0,0.0,0.7045288014136434,0.0349192099330358,0.2444314816497701,16.0,0.0,0.847427817451895,0.0054379307138849,0.1145980146799658,0.1801254036339748,0.0,0
Akola,2018,50th week,8,0,0.0,0.597130636250223,0.0048317240066587,0.2940443590266004,0.2258064516129032,1818617,0.2259259259259259,0.5008635578583767,20.76181225,77.19211567,12,0,14.0,0.0,0.661028873898621,1.4646048048444269e-05,0.2373469149544017,101.0,0.0,0.718012605478547,0.3613154205531741,0.3174620456936678,0.0,41.0,0.718012605478547,0.1298071425563522,0.3203752925957606,0.2139082417772824,0.0,0
Akola,2021,28th week,0,21,0.0,0.5756549634646234,0.2171099068072261,0.5029498041319908,0.1290322580645161,1818617,0.2259259259259259,0.5008635578583767,20.76181225,77.19211567,7,2,8.0,0.0,0.5892715822794544,0.0048317240066587,0.2940443590266004,14.0,0.0,0.661028873898621,1.4646048048444269e-05,0.2443318748841267,101.0,0.0,0.718012605478547,0.3613154205531741,0.3174620456936678,0.2369787337678755,21.0,1
Akola,2021,35th week,3,0,0.0,0.6175369809303156,0.0396097683831321,0.3110594262443461,0.3225806451612903,1818617,0.2259259259259259,0.5008635578583767,20.76181225,77.19211567,8,2,0.0,21.0,0.568078558651735,0.2171099068072261,0.5029498041319908,8.0,0.0,0.5892715822794544,0.0048317240066587,0.3005100404236248,14.0,0.0,0.661028873898621,1.4646048048444269e-05,0.2443318748841267,0.2170326001451764,-21.0,0
Amravati,2014,40th week,156,0,0.0,0.5729073828194613,0.0058632518495279,0.3124095672246045,0.6774193548387097,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,9,2,25.0,0.0,1.0,0.1614395011146433,0.3111530588476034,17.0,0.0,1.0,0.0005661568254231,0.0,87.0,0.0,0.6523230260183542,1.4272233652108273e-05,0.250619541109237,0.1433450612630089,0.0,0
Amravati,2014,50th week,32,0,0.0,0.6746420736054175,0.0003756391202237,0.234225060137946,0.6774193548387097,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,11,3,156.0,0.0,0.5653671399169966,0.0058632518495279,0.3124095672246045,25.0,0.0,1.0,0.1614395011146433,0.3174620456936678,17.0,0.0,1.0,0.0005661568254231,0.0,0.1399772027608074,0.0,0
Amravati,2018,44th week,17,0,0.0,0.753282244697915,0.0002487518541035,0.1775391545471906,0.2903225806451612,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,10,3,32.0,0.0,0.6657628633530156,0.0003756391202237,0.234225060137946,156.0,0.0,0.5653671399169966,0.0058632518495279,0.3187070460064694,25.0,0.0,1.0,0.1614395011146433,0.3174620456936678,0.1378096893988131,0.0,0
Amravati,2020,40th week,5,0,0.0,0.5662983425414364,0.331387349787236,0.6138257156860258,0.4838709677419355,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,9,2,17.0,0.0,0.7433680224877153,0.0002487518541035,0.1775391545471906,32.0,0.0,0.6657628633530156,0.0003756391202237,0.2412386124004458,156.0,0.0,0.5653671399169966,0.0058632518495279,0.3187070460064694,0.1780021325521398,0.0,0
Amravati,2021,27th week,3,0,1.0,0.795461294778114,0.0664916396638286,0.2075669494002268,0.0967741935483871,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,7,2,5.0,0.0,0.5588450836272094,0.331387349787236,0.6138257156860258,17.0,0.0,0.7433680224877153,0.0002487518541035,0.185071879664158,32.0,0.0,0.6657628633530156,0.0003756391202237,0.2412386124004458,0.1436700805238066,0.0,0
Amravati,2021,28th week,5,0,0.0,0.8844234539297812,0.1248053220665355,0.1967148681864515,0.0967741935483871,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,7,2,3.0,0.0,0.7849919387146294,0.0664916396638286,0.2075669494002268,5.0,0.0,0.5588450836272094,0.331387349787236,0.6173625949758565,17.0,0.0,0.7433680224877153,0.0002487518541035,0.185071879664158,0.1474092337450873,0.0,0
Amravati,2021,31st week,13,0,2.0,0.8875423275708431,0.0907036738243867,0.1633932213821236,0.0967741935483871,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,7,2,5.0,0.0,0.8727832344610632,0.1248053220665355,0.1967148681864515,3.0,0.0,0.7849919387146294,0.0664916396638286,0.2148246570184924,5.0,0.0,0.5588450836272094,0.331387349787236,0.6173625949758565,0.143712120253037,0.0,0
Amravati,2021,34th week,22,0,3.0,0.6139725539119583,0.1537812537223425,0.4176721260829264,0.5161290322580645,2888445,0.1481481481481481,0.454231433506045,20.9521098,77.7333168,8,2,13.0,0.0,0.875861059469238,0.0907036738243867,0.1633932213821236,5.0,0.0,0.8727832344610632,0.1248053220665355,0.2040719674598728,3.0,0.0,0.7849919387146294,0.0664916396638286,0.2148246570184924,0.1578861199579174,0.0,0
Aurangabad,2016,40th week,39,0,0.0,0.6366957761539838,0.0161686684912303,0.2759147114009261,0.0967741935483871,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,21.0,0.0,0.70341492115406,0.2077518250479225,0.3111530588476034,22.0,0.0,0.70341492115406,1.5144467243558929e-05,0.2137180035389918,63.0,0.0,0.6286091186114743,0.0241527718266837,0.2895442810341686,0.2513916254376765,0.0,0
Aurangabad,2017,37th week,18,0,0.0,0.5282777891641417,0.0483879031240025,0.3832683817373257,0.2580645161290322,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,39.0,0.0,0.6283159909545892,0.0161686684912303,0.2759147114009261,21.0,0.0,0.70341492115406,0.2077518250479225,0.3174620456936678,22.0,0.0,0.70341492115406,1.5144467243558929e-05,0.2137180035389918,0.2577736778675863,0.0,0
Aurangabad,2017,39th week,25,0,0.0,0.5342184993762253,0.1761380932124235,0.4954182705972428,0.5806451612903226,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,18.0,0.0,0.5213249326122305,0.0483879031240025,0.3832683817373257,39.0,0.0,0.6283159909545892,0.0161686684912303,0.2825464379693246,21.0,0.0,0.70341492115406,0.2077518250479225,0.3174620456936678,0.2711408899199899,0.0,0
Aurangabad,2018,35th week,4,0,1.0,0.5970415255747638,0.0409266343370195,0.3270030599693946,0.3225806451612903,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,25.0,0.0,0.527187454971695,0.1761380932124235,0.4954182705972428,18.0,0.0,0.5213249326122305,0.0483879031240025,0.3889168813309538,39.0,0.0,0.6283159909545892,0.0161686684912303,0.2825464379693246,0.2550999157463095,0.0,0
Aurangabad,2019,37th week,53,0,1.0,0.5647389057209055,0.0909849159015385,0.3958600635783522,0.2258064516129032,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,4.0,0.0,0.5891836444220775,0.0409266343370195,0.3270030599693946,25.0,0.0,0.527187454971695,0.1761380932124235,0.5000396157806022,18.0,0.0,0.5213249326122305,0.0483879031240025,0.3889168813309538,0.2612863731420362,0.0,0
Aurangabad,2019,38th week,67,0,3.0,0.5647389057209055,0.1273215172332166,0.3111530588476034,0.1290322580645161,3701282,0.2666666666666666,0.4853195164075994,19.877263,75.3390241,9,2,53.0,0.0,0.5573061711231221,0.0909849159015385,0.3958600635783522,4.0,0.0,0.5891836444220775,0.0409266343370195,0.3331668803893439,25.0,0.0,0.527187454971695,0.1761380932124235,0.5000396157806022,0.2523234311414839,0.0,0
Beed,2012,38th week,32,0,0.0,0.6647656389235433,0.0595605776283623,0.2952671087367367,0.1935483870967742,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,9,2,19.0,0.0,0.6644804348006454,0.0369126483445143,0.2684573856152057,90.0,0.0,0.5723288898905593,0.019177939141341,0.3257017807677904,22.0,0.0,0.9142899031427374,0.0005708342019814,0.0619103607444541,0.1728423298765695,0.0,0
Beed,2012,41st week,15,0,0.0,0.6571169711281413,0.0187341932323954,0.2635626605253671,0.1935483870967742,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,9,2,32.0,0.0,0.6560164160281644,0.0595605776283623,0.2952671087367367,19.0,0.0,0.6644804348006454,0.0369126483445143,0.2751574120735771,90.0,0.0,0.5723288898905593,0.019177939141341,0.3257017807677904,0.1687279435382027,0.0,0
Beed,2012,44th week,47,0,1.0,0.7520941008732852,0.0109650994060239,0.1881600483066917,0.2903225806451612,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,10,3,15.0,0.0,0.6484684151377231,0.0187341932323954,0.2635626605253671,32.0,0.0,0.6560164160281644,0.0595605776283623,0.301721591257238,19.0,0.0,0.6644804348006454,0.0369126483445143,0.2751574120735771,0.1653035548526451,0.0,0
Beed,2012,46th week,20,0,0.0,0.6874294533060055,0.0207287507148368,0.2435749110101731,0.2096774193548387,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,11,3,47.0,0.0,0.7421955162570656,0.0109650994060239,0.1881600483066917,15.0,0.0,0.6484684151377231,0.0187341932323954,0.2703075166176703,32.0,0.0,0.6560164160281644,0.0595605776283623,0.301721591257238,0.1681088804412759,0.0,0
Beed,2013,13th week,23,0,0.0,0.9794005836749238,5.948633093693459e-06,0.0146583249019075,0.064516129032258,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,3,1,20.0,0.0,0.6783819436880866,0.0207287507148368,0.2435749110101731,47.0,0.0,0.7421955162570656,0.0109650994060239,0.1955954991599307,15.0,0.0,0.6484684151377231,0.0187341932323954,0.2703075166176703,0.15791660557011,0.0,0
Beed,2013,14th week,16,0,1.0,0.9927820352878274,5.923712133937728e-06,0.0050322764342554,0.064516129032258,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,3,1,23.0,0.0,0.9665103355804046,5.948633093693459e-06,0.0146583249019075,20.0,0.0,0.6783819436880866,0.0207287507148368,0.2505028301912995,47.0,0.0,0.7421955162570656,0.0109650994060239,0.1955954991599307,0.1575500644615797,0.0,0
Beed,2013,30th week,24,0,0.0,0.3060951702013901,0.0597283350626348,0.5534316989477497,0.032258064516129,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,7,2,16.0,0.0,0.9797156690308008,5.923712133937728e-06,0.0050322764342554,23.0,0.0,0.9665103355804046,5.948633093693459e-06,0.0236828371639103,20.0,0.0,0.6783819436880866,0.0207287507148368,0.2505028301912995,0.1826846308198121,0.0,0
Beed,2013,39th week,14,0,0.0,0.5377829263945827,0.1898838476655705,0.505381182820399,0.3870967741935484,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,9,2,24.0,0.0,0.3020665400880353,0.0597283350626348,0.5534316989477497,16.0,0.0,0.9797156690308008,5.923712133937728e-06,0.0141449514063378,23.0,0.0,0.9665103355804046,5.948633093693459e-06,0.0236828371639103,0.1901230313838459,0.0,0
Beed,2013,43rd week,23,0,0.0,0.5453647589556234,0.0479906010096877,0.3706146939291208,0.4516129032258065,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,10,3,14.0,0.0,0.5307049692667526,0.1898838476655705,0.505381182820399,24.0,0.0,0.3020665400880353,0.0597283350626348,0.5575217128084408,16.0,0.0,0.9797156690308008,5.923712133937728e-06,0.0141449514063378,0.1748875344950395,0.0,0
Beed,2014,22nd week,12,0,0.0,0.9425681696667254,2.907200058501256e-05,0.0411750112578548,0.064516129032258,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,5,1,23.0,0.0,0.5381870145657149,0.0479906010096877,0.3706146939291208,14.0,0.0,0.5307049692667526,0.1898838476655705,0.5099112800379051,24.0,0.0,0.3020665400880353,0.0597283350626348,0.5575217128084408,0.1589279508225085,0.0,0
Beed,2014,26th week,21,0,0.0,0.8829754054535738,0.0124944810883607,0.0954035945878345,0.064516129032258,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,6,2,12.0,0.0,0.9301626863991824,2.907200058501256e-05,0.0411750112578548,23.0,0.0,0.5381870145657149,0.0479906010096877,0.376379085668256,14.0,0.0,0.5307049692667526,0.1898838476655705,0.5099112800379051,0.1618804911122947,0.0,0
Beed,2014,29th week,34,0,0.0,0.8829754054535738,0.1112429007721131,0.3111530588476034,0.032258064516129,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,7,2,21.0,0.0,0.8713542442786963,0.0124944810883607,0.0954035945878345,12.0,0.0,0.9301626863991824,2.907200058501256e-05,0.0499566634366858,23.0,0.0,0.5381870145657149,0.0479906010096877,0.376379085668256,0.1860129626418078,0.0,0
Beed,2014,30th week,34,0,0.0,0.8829754054535738,0.1112429007721131,0.3111530588476034,0.032258064516129,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,7,2,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3111530588476034,21.0,0.0,0.8713542442786963,0.0124944810883607,0.103688579947855,12.0,0.0,0.9301626863991824,2.907200058501256e-05,0.0499566634366858,0.1860129626418078,0.0,0
Beed,2014,34th week,32,0,0.0,0.7130339199786133,0.0304076991337406,0.2339769637665164,0.0967741935483871,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,8,2,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3111530588476034,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3174620456936678,21.0,0.0,0.8713542442786963,0.0124944810883607,0.103688579947855,0.1684326258107276,0.0,0
Beed,2016,13th week,11,0,1.0,0.83496702905008,0.0060105867068063,0.1240296942156798,0.0967741935483871,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,2,0,32.0,0.0,0.7036494206414323,0.0304076991337406,0.2339769637665164,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3174620456936678,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3174620456936678,0.162508809205087,0.0,0
Beed,2016,33rd week,34,0,1.0,0.5756549634646234,0.0261410422964986,0.3289129635840682,0.2258064516129032,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,8,2,11.0,0.0,0.8239777236171443,0.0060105867068063,0.1240296942156798,32.0,0.0,0.7036494206414323,0.0304076991337406,0.2409927882852322,34.0,0.0,0.8713542442786963,0.1112429007721131,0.3174620456936678,0.171743767215028,0.0,0
Beed,2017,43rd week,50,0,2.0,0.5784396720727146,0.0488021247383008,0.3475616320111021,0.5806451612903226,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,10,3,34.0,0.0,0.568078558651735,0.0261410422964986,0.3289129635840682,11.0,0.0,0.8239777236171443,0.0060105867068063,0.1320524998733356,32.0,0.0,0.7036494206414323,0.0304076991337406,0.2409927882852322,0.1740675098669471,0.0,0
Beed,2017,44th week,19,0,1.0,0.6407800169310284,0.0018616391220145,0.2599381749546885,0.4838709677419355,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,10,3,50.0,0.0,0.5708266166947483,0.0488021247383008,0.3475616320111021,34.0,0.0,0.568078558651735,0.0261410422964986,0.3350592916467717,11.0,0.0,0.8239777236171443,0.0060105867068063,0.1320524998733356,0.1673884768292311,0.0,0
Beed,2017,48th week,6,0,0.0,0.6294184058100163,2.1773442538583896e-05,0.2664344803894071,0.2903225806451612,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,11,3,19.0,0.0,0.6323464775499729,0.0018616391220145,0.2599381749546885,50.0,0.0,0.5708266166947483,0.0488021247383008,0.3535371613131899,34.0,0.0,0.568078558651735,0.0261410422964986,0.3350592916467717,0.1675048298276945,0.0,0
Beed,2018,40th week,10,0,1.0,0.7405097130636247,0.0059594268498144,0.191931495030274,0.3548387096774194,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,9,2,6.0,0.0,0.6211344007344782,2.1773442538583896e-05,0.2664344803894071,19.0,0.0,0.6323464775499729,0.0018616391220145,0.2667162268564278,50.0,0.0,0.5708266166947483,0.0488021247383008,0.3535371613131899,0.165090721556602,0.0,0
Beed,2019,47th week,16,0,0.0,0.6124873774728217,0.0058875138118843,0.2839595765721833,0.3225806451612903,2585049,0.1768518518518518,0.0846286701208981,18.9918442,75.909784,11,3,10.0,0.0,0.7307635947981289,0.0059594268498144,0.191931495030274,6.0,0.0,0.6211344007344782,2.1773442538583896e-05,0.273153034160158,19.0,0.0,0.6323464775499729,0.0018616391220145,0.2667162268564278,0.1685898332840167,0.0,0
