Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
360.0,31st week,Maharashtra,Gadchiroli,Malaria,28,1.0,31,7,2021,19.75907035,80.16228073,0.4106211557,6.0,301.65000000000003
365.0,31st week,Maharashtra,Raigad,Dengue,18,,11,6,2021,18.4928092,73.13807095,1.136541734,7.0,302.40000000000003
367.0,31st week,Maharashtra,Satara,Dengue,16,,16,7,2021,17.63612885,74.29827808,1.489691674,5.0,303.64
368.0,31st week,Maharashtra,Wardha,Dengue,4,,7,6,2021,20.82562315,78.6131455,0.08542046896,5.0,312.90000000000003
378.0,33rd week,Maharashtra,Chandrapur,Malaria,7,3.0,7,8,2021,20.0967555,79.50454752,0.1193885184,11.0,297.56
379.0,33rd week,Maharashtra,Thane,Dengue,5,,17,8,2021,19.1943294,72.9701779,0.4410657126,4.0,298.92
387.0,34th week,Maharashtra,Amravati,Dengue,22,3.0,18,8,2021,20.9521098,77.7333168,0.6170837983,17.0,304.7
389.0,34th week,Maharashtra,Satara,Dengue,15,,3,8,2021,17.63612885,74.29827808,0.111707267,8.0,302.32
392.0,35th week,Maharashtra,Akola,Dengue,3,,30,8,2021,20.76181225,77.19211567,0.1589494148,11.0,304.86
401.0,35th week,Maharashtra,Pune,Dengue,23,,7,6,2021,18.521428,73.8544541,1.023137245,8.0,304.635
409.0,36th week,Maharashtra,Jalgaon,Dengue,54,1.0,2,9,2021,20.84288265,75.52612464,0.8720325502,10.0,302.2666666
436.0,39th week,Maharashtra,Gadchiroli,Dengue,16,1.0,28,9,2021,19.75907035,80.16228073,0.6817132291,18.0,300.8
448.0,40th week,Maharashtra,Gadchiroli,Dengue,4,1.0,4,10,2021,19.75907035,80.16228073,0.3635032179,32.0,300.305
455.0,40th week,Maharashtra,Chandrapur,Dengue,7,,16,8,2021,20.0967555,79.50454752,0.03625636178,22.0,304.72
456.0,40th week,Maharashtra,Chandrapur,Malaria,9,,22,8,2021,20.0967555,79.50454752,0.8394995406,14.0,
466.0,41st week,Maharashtra,Beed,Dengue,6,,13,10,2021,18.9918442,75.909784,0.2914203975,17.0,301.925
489.0,42nd week,Maharashtra,Thane,Dengue,5,1.0,1,10,2021,19.1943294,72.9701779,0.5969992657,29.0,299.39
492.0,43rd week,Maharashtra,Gadchiroli,Malaria,10,1.0,25,10,2021,19.75907035,80.16228073,0.007116981315,28.0,301.528
500.0,44th week,Maharashtra,Gadchiroli,Malaria,1,1.0,1,11,2021,19.75907035,80.16228073,4.18e-05,,300.1733334
501.0,44th week,Maharashtra,Thane,Dengue,1,1.0,31,10,2021,19.1943294,72.9701779,0.0006784196466,,303.61333340000004
513.0,45th week,Maharashtra,Satara,Dengue,14,,16,10,2021,17.63612885,74.29827808,0.08792806037,,304.776
518.0,46th week,Maharashtra,Raigad,Malaria,19,,11,11,2021,18.4928092,73.13807095,0.1463200544,21.0,302.16
523.0,47th week,Maharashtra,Thane,Dengue,1,1.0,1,11,2021,19.1943294,72.9701779,8.4e-05,,302.9566666
534.0,48th week,Maharashtra,Sindhudurg,Malaria,4,,24,11,2021,16.1357193,73.6522086,0.312929701,,300.02
549.0,50th week,Maharashtra,Satara,Dengue,13,,14,9,2021,17.63612885,74.29827808,0.6398437365,,300.14
565.0,4th week,Maharashtra,Kolhapur,Dengue,2,1.0,18,1,2020,16.7028412,74.2405329,6.03e-05,8.0,303.6533334
570.0,4th week,Maharashtra,Chandrapur,Malaria,23,1.0,16,1,2020,20.0967555,79.50454752,0.002697495648,,299.44
576.0,5th week,Maharashtra,Satara,Dengue,6,,18,1,2020,17.63612885,74.29827808,9.66e-05,8.0,304.48
577.0,5th week,Maharashtra,Thane,Dengue,6,,20,1,2020,19.1943294,72.9701779,0.0002913774879,11.0,301.43
610.0,16th week,Maharashtra,Gadchiroli,Malaria,14,1.0,3,4,2020,19.75907035,80.16228073,0.03302828467,11.0,310.624
618.0,18th week,Maharashtra,Chandrapur,Malaria,35,2.0,7,4,2020,20.0967555,79.50454752,0.004322479902,8.0,313.0966666
627.0,21st week,Maharashtra,Chandrapur,Dengue,5,,23,5,2020,20.0967555,79.50454752,0.003793196938,,311.028
628.0,21st week,Maharashtra,Washim,Dengue,6,,22,4,2020,20.28741775,77.2369655,0.0002937726392,,321.2
647.0,31st week,Maharashtra,Gadchiroli,Malaria,3,1.0,18,7,2020,19.75907035,80.16228073,0.6669874928,,
648.0,31st week,Maharashtra,Gadchiroli,Malaria,2,1.0,19,7,2020,19.75907035,80.16228073,0.594522564,,300.64
649.0,31st week,Maharashtra,Gadchiroli,Malaria,5,1.0,26,7,2020,19.75907035,80.16228073,1.132628174,,
656.0,36th week,Maharashtra,Wardha,Dengue,6,,7,8,2020,20.82562315,78.6131455,0.5529784197,4.0,302.74
658.0,40th week,Maharashtra,Amravati,Dengue,5,,24,9,2020,20.9521098,77.7333168,1.329761391,16.0,302.56
666.0,44th week,Maharashtra,Gadchiroli,Malaria,8,1.0,23,10,2020,19.75907035,80.16228073,0.06252674788,,302.28000000000003
681.0,48th week,Maharashtra,Osmanabad,Dengue,9,,11,11,2020,18.16984395,76.11796321,8.75e-05,7.0,307.676
683.0,48th week,Maharashtra,Pune,Dengue,16,1.0,18,11,2020,18.521428,73.8544541,0.001230150582,16.0,303.496
685.0,48th week,Maharashtra,Satara,Dengue,30,,4,11,2020,17.63612885,74.29827808,0.004428378293,10.0,305.744
687.0,48th week,Maharashtra,Wardha,Dengue,4,,22,10,2020,20.82562315,78.6131455,0.1725683766,,302.92
691.0,49th week,Maharashtra,Pune,Dengue,5,,1,6,2020,18.521428,73.8544541,0.03381872236,,315.49
692.0,49th week,Maharashtra,Satara,Dengue,27,,13,11,2020,17.63612885,74.29827808,0.0001970981421,9.0,305.1966666
725.0,2nd week,Maharashtra,Gadchiroli,Malaria,3,1.0,7,1,2019,19.75907035,80.16228073,4.79e-05,12.0,300.236
727.0,2nd week,Maharashtra,Nashik,Dengue,27,1.0,28,10,2018,20.0112475,73.7902364,0.002509383523,10.0,308.124
734.0,4th week,Maharashtra,Thane,Dengue,9,1.0,15,1,2019,19.1943294,72.9701779,5.55e-05,9.0,304.524
760.0,9th week,Maharashtra,Kolhapur,Dengue,7,1.0,27,2,2019,16.7028412,74.2405329,0.0001514302351,5.0,312.42
854.0,23rd week,Maharashtra,Palghar,Dengue,8,,24,5,2019,19.684661,72.82491116,0.0002743511347,,314.75333340000003
855.0,23rd week,Maharashtra,Raigad,Dengue,24,,20,5,2019,18.4928092,73.13807095,0.0002675690383,9.0,315.3966666
862.0,24th week,Maharashtra,Sangli,Malaria,7,,4,6,2019,17.1726928,74.58676543,0.009114818469,7.0,312.47
877.0,24th week,Maharashtra,Sangli,Dengue,12,,29,5,2019,17.1726928,74.58676543,0.002000857702,6.0,315.91
893.0,25th week,Maharashtra,Kolhapur,Dengue,7,,15,6,2019,16.7028412,74.2405329,0.3320778241,6.0,308.01
894.0,25th week,Maharashtra,Satara,Dengue,6,,28,6,2019,17.63612885,74.29827808,0.4617648517,2.0,307.295
903.0,26th week,Maharashtra,Raigad,Dengue,15,,26,6,2019,18.4928092,73.13807095,0.4788856141,,305.8066666
934.0,28th week,Maharashtra,Sindhudurg,Malaria,1,1.0,6,7,2019,16.1357193,73.6522086,1.898631753,5.0,
941.0,28th week,Maharashtra,Thane,Dengue,5,1.0,1,7,2019,19.1943294,72.9701779,2.685362899,5.0,307.59000000000003
965.0,29th week,Maharashtra,Satara,Dengue,28,,3,6,2019,17.63612885,74.29827808,0.0004985160964,3.0,317.0733334
1040.0,34th week,Maharashtra,Kolhapur,Dengue,2,1.0,18,8,2019,16.7028412,74.2405329,0.1677742586,6.0,296.84000000000003
1052.0,34th week,Maharashtra,Chandrapur,Malaria,83,,12,8,2019,20.0967555,79.50454752,0.7642166746,,300.04
1053.0,34th week,Maharashtra,Satara,Dengue,15,,10,8,2019,17.63612885,74.29827808,2.153167766,3.0,
1062.0,35th week,Maharashtra,Ahmednagar,Dengue,40,,26,8,2019,19.1627725,74.8580243,0.1011150584,8.0,309.1333334
1063.0,35th week,Maharashtra,Kolhapur,Dengue,5,1.0,25,8,2019,16.7028412,74.2405329,0.2611705563,11.0,304.0933334
1064.0,35th week,Maharashtra,Kolhapur,Malaria,3,,29,8,2019,16.7028412,74.2405329,0.2183346464,,304.21
1065.0,35th week,Maharashtra,Nagpur,Dengue,23,1.0,28,8,2019,21.1498134,79.0820556,1.381845331,,
1080.0,35th week,Maharashtra,Ahmednagar,Dengue,32,,20,8,2019,19.1627725,74.8580243,0.1791402896,,309.24
1081.0,35th week,Maharashtra,Palghar,Dengue,143,,11,8,2019,19.684661,72.82491116,2.091814934,1.0,
1100.0,36th week,Maharashtra,Satara,Dengue,6,,30,7,2019,17.63612885,74.29827808,0.4156390387,2.0,
1101.0,36th week,Maharashtra,Thane,Dengue,61,4.0,20,7,2019,19.1943294,72.9701779,0.3855972868,,300.315
1102.0,36th week,Maharashtra,Thane,Dengue,4,1.0,16,8,2019,19.1943294,72.9701779,1.141720103,9.0,
1103.0,36th week,Maharashtra,Thane,Malaria,7,1.0,21,8,2019,19.1943294,72.9701779,0.4011060221,,299.1333334
1115.0,37th week,Maharashtra,Parbhani,Dengue,32,1.0,7,9,2019,19.29031365,76.60290343,0.904093517,9.0,
1116.0,37th week,Maharashtra,Sindhudurg,Dengue,8,,5,9,2019,16.1357193,73.6522086,2.923395664,,
1121.0,37th week,Maharashtra,Aurangabad,Dengue,53,1.0,3,9,2019,19.877263,75.3390241,0.3651017782,8.0,302.49
1122.0,37th week,Maharashtra,Thane,Dengue,6,1.0,30,8,2019,19.1943294,72.9701779,0.2849312583,14.0,300.9666666
1138.0,38th week,Maharashtra,Aurangabad,Dengue,67,3.0,12,9,2019,19.877263,75.3390241,0.5109091696,5.0,
1139.0,38th week,Maharashtra,Jalna,Dengue,9,1.0,6,9,2019,19.91883295,75.87085986,0.8986838949,,
1140.0,38th week,Maharashtra,Satara,Dengue,26,,27,8,2019,17.63612885,74.29827808,0.1166841354,9.0,305.3333334
1154.0,39th week,Maharashtra,Ahmednagar,Dengue,20,,25,9,2019,19.1627725,74.8580243,0.8857704141,15.0,302.0
1155.0,39th week,Maharashtra,Kolhapur,Dengue,6,,25,9,2019,16.7028412,74.2405329,0.5116805797,12.0,304.46500000000003
1156.0,39th week,Maharashtra,Nandurbar,Dengue,26,2.0,21,9,2019,21.51450155,74.54070115,0.9105038391,,302.65000000000003
1166.0,39th week,Maharashtra,Pune,Dengue,44,,1,9,2019,18.521428,73.8544541,0.405408928,9.0,301.895
1173.0,40th week,Maharashtra,Jalgaon,Dengue,42,1.0,27,9,2019,20.84288265,75.52612464,0.651715475,19.0,300.54
1174.0,40th week,Maharashtra,Nandurbar,Dengue,26,,30,9,2019,21.51450155,74.54070115,0.8655847464,,302.86
1188.0,40th week,Maharashtra,Pune,Dengue,82,,3,8,2019,18.521428,73.8544541,2.497719256,1.0,
1204.0,41st week,Maharashtra,Pune,Dengue,2,,8,8,2019,18.521428,73.8544541,4.012694379,5.0,
1205.0,41st week,Maharashtra,Sangli,Dengue,33,2.0,13,9,2019,17.1726928,74.58676543,0.3889180934,,300.15000000000003
1219.0,42nd week,Maharashtra,Ahmednagar,Dengue,27,1.0,12,10,2019,19.1627725,74.8580243,0.5139457242,16.0,304.1533334
1236.0,42nd week,Maharashtra,Latur,Dengue,28,,15,7,2019,18.35159075,76.75542361,0.5098842908,4.0,309.40000000000003
1237.0,42nd week,Maharashtra,Latur,Dengue,9,,3,9,2019,18.35159075,76.75542361,0.6187087164,9.0,303.2466666
1264.0,43rd week,Maharashtra,Jalgaon,Dengue,26,1.0,14,10,2019,20.84288265,75.52612464,0.03167748011,22.0,304.0966666
1267.0,43rd week,Maharashtra,Sholapur,Dengue,10,,14,10,2019,17.6912883,75.8841635,0.5346480045,12.0,306.625
1271.0,44th week,Maharashtra,Buldhana,Dengue,98,,24,10,2019,20.562845,76.40869861,0.831913295,,301.62
1281.0,44th week,Maharashtra,Thane,Dengue,25,,10,9,2019,19.1943294,72.9701779,2.791678443,2.0,
1299.0,45th week,Maharashtra,Sholapur,Dengue,11,1.0,20,9,2019,17.6912883,75.8841635,0.7313565149,6.0,310.28000000000003
1314.0,46th week,Maharashtra,Jalgaon,Dengue,8,1.0,24,10,2019,20.84288265,75.52612464,0.5594891162,,305.74
1315.0,46th week,Maharashtra,Kolhapur,Dengue,7,2.0,19,10,2019,16.7028412,74.2405329,0.4333649695,5.0,302.93
1330.0,47th week,Maharashtra,Beed,Dengue,16,,13,11,2019,18.9918442,75.909784,0.02363257748,11.0,304.6333334
1363.0,49th week,Maharashtra,Palghar,Dengue,16,,22,11,2019,19.684661,72.82491116,0.0008463301457,16.0,303.332
1380.0,51st week,Maharashtra,Chandrapur,Malaria,10,1.0,11,12,2019,20.0967555,79.50454752,9.38e-06,,300.325
1381.0,51st week,Maharashtra,Chandrapur,Dengue,34,2.0,7,10,2019,20.0967555,79.50454752,0.1414171169,,302.1966666
1386.0,1st week,Maharashtra,Gadchiroli,Malaria,13,1.0,31,12,2017,19.75907035,80.16228073,6.41e-05,13.0,300.156
1401.0,4th week,Maharashtra,Jalna,Dengue,11,,16,1,2018,19.91883295,75.87085986,0.0004715470776,,303.7133334
1435.0,10th week,Maharashtra,Nashik,Dengue,4,1.0,21,2,2018,20.0112475,73.7902364,0.0001015017778,6.0,307.69
1462.0,14th week,Maharashtra,Hingoli,Dengue,17,,20,3,2018,19.54140965,77.17376601,0.1180664855,3.0,314.168
1494.0,17th week,Maharashtra,Jalna,Dengue,18,1.0,2,4,2018,19.91883295,75.87085986,6.65e-05,4.0,321.6033334
1508.0,18th week,Maharashtra,Ahmednagar,Dengue,16,,17,4,2018,19.1627725,74.8580243,0.02182854143,5.0,315.6866666
1520.0,20th week,Maharashtra,Osmanabad,Dengue,11,,11,5,2018,18.16984395,76.11796321,0.002483980371,3.0,318.7933334
1587.0,24th week,Maharashtra,Sangli,Dengue,14,,19,5,2018,17.1726928,74.58676543,0.06999731627,7.0,312.956
1609.0,25th week,Maharashtra,Kolhapur,Dengue,5,1.0,10,6,2018,16.7028412,74.2405329,1.523413764,,309.11
1610.0,25th week,Maharashtra,Sholapur,Dengue,7,1.0,19,5,2018,17.6912883,75.8841635,0.04581453271,4.0,314.572
1614.0,26th week,Maharashtra,Palghar,Dengue,10,,25,6,2018,19.684661,72.82491116,1.962859083,,306.46
1634.0,27th week,Maharashtra,Kolhapur,Dengue,69,,13,6,2018,16.7028412,74.2405329,1.33649679,6.0,299.66
1637.0,27th week,Maharashtra,Sangli,Dengue,10,1.0,25,6,2018,17.1726928,74.58676543,0.5813302829,,310.46
1638.0,27th week,Maharashtra,Satara,Dengue,26,,8,6,2018,17.63612885,74.29827808,0.6279875973,5.0,307.2266666
1666.0,29th week,Maharashtra,Gadchiroli,Malaria,15,1.0,14,7,2018,19.75907035,80.16228073,2.67674705,3.0,
1687.0,29th week,Maharashtra,Chandrapur,Dengue,35,,10,7,2018,20.0967555,79.50454752,3.618563972,5.0,
1688.0,29th week,Maharashtra,Chandrapur,Dengue,77,,15,5,2018,20.0967555,79.50454752,0.01662380146,6.0,318.176
1689.0,29th week,Maharashtra,Sangli,Dengue,13,,1,7,2018,17.1726928,74.58676543,0.1875941459,8.0,304.40000000000003
1719.0,31st week,Maharashtra,Kolhapur,Dengue,170,2.0,11,6,2018,16.7028412,74.2405329,1.483449569,6.0,307.16
1771.0,35th week,Maharashtra,Aurangabad,Dengue,4,1.0,2,9,2018,19.877263,75.3390241,0.1642335851,11.0,303.94
1783.0,35th week,Maharashtra,Satara,Dengue,13,,16,8,2018,17.63612885,74.29827808,0.201422166,4.0,301.86
1830.0,40th week,Maharashtra,Beed,Dengue,10,1.0,17,9,2018,18.9918442,75.909784,0.02392114196,12.0,310.38
1835.0,40th week,Maharashtra,Pune,Dengue,51,,23,9,2018,18.521428,73.8544541,0.1302601564,16.0,304.7333334
1837.0,40th week,Maharashtra,Satara,Dengue,39,,6,8,2018,17.63612885,74.29827808,0.1002392496,6.0,302.07
1838.0,40th week,Maharashtra,Wardha,Dengue,62,2.0,13,8,2018,20.82562315,78.6131455,0.8882798395,,
1871.0,44th week,Maharashtra,Amravati,Dengue,17,,25,10,2018,20.9521098,77.7333168,0.001005993219,10.0,310.9533334
1890.0,44th week,Maharashtra,Gadchiroli,Malaria,114,1.0,27,10,2018,19.75907035,80.16228073,0.005320785262,22.0,303.3566666
1907.0,46th week,Maharashtra,Nagpur,Dengue,15,,18,9,2018,21.1498134,79.0820556,0.02259216238,21.0,305.1633334
1909.0,46th week,Maharashtra,Nagpur,Dengue,18,1.0,23,8,2018,21.1498134,79.0820556,1.360221284,6.0,298.12
1910.0,46th week,Maharashtra,Nagpur,Dengue,52,1.0,11,9,2018,21.1498134,79.0820556,0.6023674312,20.0,301.61
1911.0,46th week,Maharashtra,Sholapur,Dengue,16,1.0,25,10,2018,17.6912883,75.8841635,0.01100644841,7.0,313.58
1912.0,46th week,Maharashtra,Sholapur,Dengue,7,1.0,31,10,2018,17.6912883,75.8841635,0.007979888095,,312.04400000000004
1917.0,47th week,Maharashtra,Nashik,Dengue,14,3.0,5,10,2018,20.0112475,73.7902364,0.199977881,20.0,304.168
1920.0,48th week,Maharashtra,Akola,Dengue,14,,30,11,2018,20.76181225,77.19211567,6.66e-05,8.0,307.208
1924.0,48th week,Maharashtra,Pune,Dengue,51,,4,10,2018,18.521428,73.8544541,0.3435667594,17.0,303.928
1936.0,50th week,Maharashtra,Akola,Dengue,8,,11,12,2018,20.76181225,77.19211567,0.01939602393,,303.944
1942.0,50th week,Maharashtra,Satara,Dengue,64,,29,9,2018,17.63612885,74.29827808,0.1610027176,,307.904
1951.0,1st week,Maharashtra,Sindhudurg,Malaria,2,1.0,2,1,2017,16.1357193,73.6522086,7.16e-05,17.0,303.80333340000004
1965.0,3rd week,Maharashtra,Sindhudurg,Malaria,1,1.0,20,1,2017,16.1357193,73.6522086,6.23e-05,14.0,302.504
2054.0,16th week,Maharashtra,Ratnagiri,Dengue,18,,11,4,2017,17.2826079,73.4569787,0.0006183158999,12.0,312.8466666
2149.0,23rd week,Maharashtra,Sindhudurg,Malaria,93,,1,6,2017,16.1357193,73.6522086,0.329188217,,303.93333340000004
2260.0,29th week,Maharashtra,Thane,Dengue,56,,2,5,2017,19.1943294,72.9701779,0.001320360972,7.0,318.0833334
2261.0,29th week,Maharashtra,Thane,Dengue,89,,29,4,2017,19.1943294,72.9701779,0.002979762189,7.0,318.384
2262.0,29th week,Maharashtra,Thane,Malaria,15,1.0,6,6,2017,19.1943294,72.9701779,0.3603882529,6.0,309.66400000000004
2263.0,29th week,Maharashtra,Thane,Malaria,26,1.0,11,2,2017,19.1943294,72.9701779,3.37e-05,7.0,306.53000000000003
2264.0,29th week,Maharashtra,Thane,Dengue,86,1.0,3,1,2017,19.1943294,72.9701779,7.53e-05,10.0,304.9466666
2279.0,30th week,Maharashtra,Gadchiroli,Malaria,127,1.0,20,7,2017,19.75907035,80.16228073,3.48293604,,
2323.0,32nd week,Maharashtra,Gadchiroli,Malaria,4,1.0,4,8,2017,19.75907035,80.16228073,0.2776156592,,302.99333340000004
2351.0,33rd week,Maharashtra,Satara,Dengue,26,,18,8,2017,17.63612885,74.29827808,0.1045410184,8.0,307.5133334
2402.0,35th week,Maharashtra,Sindhudurg,Malaria,11,,23,8,2017,16.1357193,73.6522086,1.135270023,13.0,298.35
2420.0,36th week,Maharashtra,Sangli,Dengue,11,,16,8,2017,17.1726928,74.58676543,0.1404045846,11.0,303.96
2422.0,36th week,Maharashtra,Kolhapur,Malaria,6,,25,7,2017,16.7028412,74.2405329,0.7284388265,7.0,298.91
2440.0,37th week,Maharashtra,Aurangabad,Dengue,18,,12,9,2017,19.877263,75.3390241,0.194173318,9.0,300.8533334
2453.0,38th week,Maharashtra,Nagpur,Dengue,5,,15,9,2017,21.1498134,79.0820556,1.03122049,13.0,300.6
2454.0,38th week,Maharashtra,Sindhudurg,Malaria,5,,16,9,2017,16.1357193,73.6522086,0.7414077077,11.0,302.0466666
2465.0,39th week,Maharashtra,Aurangabad,Dengue,25,,23,9,2017,19.877263,75.3390241,0.7067947874,19.0,301.12
2469.0,39th week,Maharashtra,Pune,Dengue,26,,12,5,2017,18.521428,73.8544541,0.08747467339,6.0,317.99
2470.0,39th week,Maharashtra,Pune,Dengue,8,1.0,29,7,2017,18.521428,73.8544541,0.8413701846,11.0,297.71
2471.0,39th week,Maharashtra,Pune,Dengue,6,1.0,29,8,2017,18.521428,73.8544541,0.7018421244,,300.3
2472.0,39th week,Maharashtra,Pune,Dengue,40,,19,8,2017,18.521428,73.8544541,0.2717663555,8.0,300.71
2475.0,39th week,Maharashtra,Pune,Dengue,13,2.0,28,9,2017,18.521428,73.8544541,0.2811133351,19.0,302.69333340000003
2484.0,40th week,Maharashtra,Nagpur,Dengue,529,4.0,4,10,2017,21.1498134,79.0820556,0.01103535607,25.0,303.94
2489.0,40th week,Maharashtra,Sangli,Dengue,58,,19,8,2017,17.1726928,74.58676543,0.1312180516,11.0,302.52
2510.0,41st week,Maharashtra,Jalgaon,Dengue,8,,30,9,2017,20.84288265,75.52612464,0.01302944824,,303.832
2511.0,41st week,Maharashtra,Thane,Dengue,7,1.0,23,9,2017,19.1943294,72.9701779,4.814444043,22.0,297.84000000000003
2512.0,41st week,Maharashtra,Thane,Malaria,1,1.0,14,9,2017,19.1943294,72.9701779,0.7747909967,,300.605
2523.0,42nd week,Maharashtra,Nashik,Dengue,7,1.0,1,10,2017,20.0112475,73.7902364,0.07059878798,19.0,303.25333340000003
2541.0,43rd week,Maharashtra,Beed,Dengue,50,2.0,19,10,2017,18.9918442,75.909784,0.1958354595,19.0,303.105
2552.0,44th week,Maharashtra,Beed,Dengue,19,1.0,28,10,2017,18.9918442,75.909784,0.007478004264,16.0,305.9033334
2553.0,44th week,Maharashtra,Parbhani,Dengue,14,,2,11,2017,19.29031365,76.60290343,0.003007790252,13.0,306.928
2570.0,45th week,Maharashtra,Satara,Dengue,23,,14,10,2017,17.63612885,74.29827808,0.7514111837,8.0,303.64
2571.0,45th week,Maharashtra,Satara,Dengue,28,,14,10,2017,17.63612885,74.29827808,0.7514111837,8.0,303.64
2572.0,45th week,Maharashtra,Thane,Dengue,24,3.0,9,10,2017,19.1943294,72.9701779,1.13654644,20.0,303.744
2586.0,46th week,Maharashtra,Ahmednagar,Dengue,10,1.0,8,11,2017,19.1627725,74.8580243,7.74e-05,,304.8166666
2591.0,47th week,Maharashtra,Kolhapur,Dengue,1,1.0,21,11,2017,16.7028412,74.2405329,0.05927338315,9.0,305.87
2597.0,47th week,Maharashtra,Kolhapur,Dengue,4,1.0,14,11,2017,16.7028412,74.2405329,2.57e-05,10.0,306.3333334
2599.0,47th week,Maharashtra,Pune,Dengue,3,1.0,6,11,2017,18.521428,73.8544541,6.91e-05,18.0,304.3333334
2600.0,47th week,Maharashtra,Pune,Dengue,1,1.0,28,10,2017,18.521428,73.8544541,0.0572075111,14.0,305.648
2602.0,47th week,Maharashtra,Satara,Dengue,18,,1,10,2017,17.63612885,74.29827808,0.2448074611,13.0,305.295
2604.0,47th week,Maharashtra,Satara,Dengue,16,,27,10,2017,17.63612885,74.29827808,0.04106051663,12.0,306.124
2606.0,48th week,Maharashtra,Beed,Dengue,6,,30,11,2017,18.9918442,75.909784,9.52e-05,10.0,305.3933334
2612.0,49th week,Maharashtra,Palghar,Dengue,20,,13,11,2017,19.684661,72.82491116,3e-05,13.0,305.14
2627.0,51st week,Maharashtra,Sindhudurg,Dengue,6,,12,12,2017,16.1357193,73.6522086,0.03444098766,21.0,300.79200000000003
